Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score
22,67,Low,Medium,7,86,Yes,1,Low,Medium,3,High School,Moderate,63
24,98,High,Medium,6,97,Yes,1,Medium,Medium,4,College,Far,74
18,94,Medium,High,9,77,Yes,1,Medium,High,2,College,Moderate,70
21,69,High,High,7,86,Yes,2,Low,Medium,3,High School,Near,68
20,73,Medium,Medium,7,84,Yes,0,Medium,Medium,4,Postgraduate,Moderate,66
21,68,Medium,Low,8,100,Yes,0,Medium,Medium,4,High School,Far,63
15,80,Low,High,5,90,Yes,4,Low,Medium,3,College,Far,67
20,61,Medium,Medium,7,81,Yes,1,Medium,Low,3,High School,Moderate,62
23,87,High,High,8,56,Yes,1,Medium,High,3,Postgraduate,Moderate,71
29,81,High,Medium,7,68,Yes,2,Medium,Medium,4,Postgraduate,Near,72
26,96,Medium,Medium,5,63,No,1,High,Medium,2,Postgraduate,Near,72
33,67,Medium,Medium,6,93,Yes,0,Low,High,3,High School,Far,68
15,92,Medium,Low,7,72,Yes,1,Medium,Medium,5,High School,Near,66
25,92,Medium,Medium,4,77,Yes,0,Low,Medium,3,High School,Near,70
21,65,Medium,Low,5,98,No,2,Low,Medium,4,Postgraduate,Near,66
33,76,Medium,Medium,10,92,Yes,1,High,Medium,3,Postgraduate,Near,72
15,67,High,Medium,8,89,Yes,0,High,High,4,High School,Moderate,64
15,70,High,Medium,9,57,Yes,1,Medium,Medium,3,High School,,63
16,71,Medium,Medium,8,51,Yes,0,Low,Medium,2,Postgraduate,Far,61
7,82,High,High,8,56,Yes,0,Low,Medium,2,High School,Far,62
17,76,Medium,High,7,87,Yes,1,Medium,High,4,High School,Near,68
15,98,Low,Medium,8,71,Yes,1,Medium,Medium,3,High School,Near,68
21,65,Low,Medium,9,56,Yes,1,Medium,Medium,5,High School,Moderate,63
22,99,Medium,Low,8,87,Yes,1,Medium,Medium,4,High School,Moderate,70
31,69,High,Low,7,60,Yes,1,Low,Medium,3,Postgraduate,Near,68
26,91,High,Medium,7,79,Yes,1,Low,Medium,5,High School,Near,72
17,74,Medium,Medium,8,87,Yes,4,Low,Low,3,College,Near,67
15,66,Low,High,6,80,No,1,Low,Medium,1,College,Near,61
23,94,Low,Medium,8,100,No,0,Low,Medium,3,Postgraduate,Near,69
12,72,Medium,Low,6,72,Yes,2,Low,High,2,High School,Moderate,61
31,86,High,High,6,66,Yes,3,Medium,Medium,3,College,Moderate,75
27,83,High,Low,5,60,Yes,0,High,Low,2,College,Moderate,68
17,79,Medium,Low,6,75,Yes,1,Medium,High,4,High School,Near,65
10,80,High,Medium,6,93,Yes,4,Medium,,3,College,Moderate,67
28,89,Medium,High,10,97,Yes,3,Medium,Low,6,High School,Near,75
19,64,Low,Medium,6,99,Yes,1,Medium,Medium,3,College,Near,64
27,87,Medium,Medium,8,77,Yes,1,Low,High,4,High School,Moderate,70
10,96,High,High,6,80,No,0,Medium,Medium,4,High School,Moderate,67
16,62,Medium,Medium,7,79,Yes,2,Medium,Medium,3,High School,Near,63
20,66,High,High,7,73,Yes,1,Medium,Medium,4,College,,65
20,89,Medium,Medium,4,58,Yes,1,Medium,Medium,3,High School,Far,67
17,77,Low,High,5,53,Yes,2,High,Medium,3,College,Near,86
24,76,Low,High,6,72,Yes,3,Medium,High,3,High School,Moderate,67
14,65,High,Medium,5,59,Yes,1,High,Medium,4,Postgraduate,Far,63
19,80,Medium,Medium,7,94,Yes,0,Medium,Low,3,College,Moderate,66
21,65,High,High,7,88,Yes,2,Low,Medium,1,,Near,65
23,79,Medium,Medium,5,81,Yes,1,Medium,Medium,3,High School,Near,67
24,91,Medium,Medium,7,52,Yes,0,High,High,4,College,Near,69
13,70,High,High,6,81,Yes,2,Medium,Low,2,Postgraduate,Near,66
11,79,Medium,Medium,7,81,Yes,1,High,Medium,2,High School,Moderate,64
28,100,High,Low,6,72,Yes,1,Low,Medium,2,Postgraduate,Near,73
22,87,Low,Medium,8,83,Yes,1,Low,Medium,1,College,Far,66
16,94,Medium,Medium,9,93,Yes,1,Low,Medium,4,Postgraduate,Near,68
29,77,High,Low,8,88,Yes,0,Medium,High,4,College,Moderate,70
21,91,High,Medium,9,74,Yes,2,Low,Low,2,,Near,69
27,62,Medium,High,5,63,Yes,4,High,Medium,4,High School,Near,67
20,65,Medium,Low,6,74,Yes,0,Medium,Medium,3,College,Moderate,62
32,68,Medium,Low,8,97,Yes,1,Low,Medium,2,High School,Near,68
31,76,Medium,High,9,91,Yes,1,Low,Medium,4,Postgraduate,Near,72
19,94,Low,Medium,8,51,Yes,3,Medium,Low,5,Postgraduate,Near,69
26,74,Low,Low,5,89,Yes,3,High,High,2,High School,Near,66
24,86,High,High,6,59,Yes,1,Low,Medium,3,High School,Moderate,70
28,88,High,Medium,8,79,Yes,0,Medium,Medium,3,High School,Far,71
14,83,Medium,Medium,7,90,Yes,0,Low,Low,3,College,Near,65
24,74,High,Medium,6,78,Yes,3,Low,High,3,College,Near,70
26,83,Low,Low,7,70,No,2,Medium,High,4,High School,Moderate,65
9,74,Medium,High,7,66,Yes,1,High,High,3,High School,Far,62
13,63,High,Medium,5,65,Yes,2,High,Medium,2,High School,Far,62
8,100,High,Medium,8,92,Yes,1,Medium,High,3,Postgraduate,Moderate,70
18,65,Medium,High,6,91,No,5,Low,Medium,3,College,Near,66
24,63,High,Low,7,91,Yes,4,Low,Medium,4,High School,Near,67
29,95,Medium,Low,9,64,Yes,1,Medium,High,3,High School,Near,72
20,72,High,Low,7,90,Yes,0,Low,High,3,Postgraduate,Near,66
30,86,Medium,Low,8,52,Yes,2,Medium,Medium,2,College,Moderate,68
12,73,High,Medium,5,60,Yes,1,Low,Medium,4,High School,Moderate,62
10,76,Low,Medium,8,76,Yes,2,High,High,3,Postgraduate,Moderate,64
20,70,Medium,Medium,8,70,Yes,0,Low,Medium,5,Postgraduate,Near,65
22,74,Medium,Low,6,56,Yes,4,Medium,High,3,Postgraduate,Moderate,66
20,76,Medium,Low,7,52,Yes,2,Low,High,3,High School,Near,64
8,89,Medium,High,7,81,Yes,4,Low,Medium,3,College,Near,67
19,80,High,Medium,7,66,Yes,4,Medium,Medium,4,College,Near,69
12,98,High,Medium,8,51,Yes,0,Medium,Low,5,Postgraduate,Moderate,68
24,62,Medium,Medium,6,72,Yes,2,Low,Low,4,High School,Near,64
22,80,High,Medium,7,65,Yes,2,High,Medium,2,High School,Moderate,68
14,83,Low,Low,9,79,Yes,1,Medium,Low,3,High School,Near,64
17,97,Medium,High,9,96,Yes,0,High,Medium,1,Postgraduate,Near,71
14,62,High,High,8,65,Yes,3,Low,Medium,2,High School,Far,61
20,83,Low,Medium,7,100,Yes,4,Low,Medium,3,College,Near,68
26,94,High,Medium,10,54,Yes,2,High,Medium,5,,Near,73
14,70,High,Medium,9,54,No,3,Medium,Medium,1,College,Near,64
23,95,Medium,Medium,7,86,Yes,3,Low,Medium,4,Postgraduate,Far,72
17,61,Medium,Medium,7,87,Yes,5,Medium,Medium,3,High School,Near,65
15,89,Medium,Medium,6,71,Yes,1,Medium,High,4,High School,Near,68
19,97,High,Low,8,64,Yes,2,Low,High,3,High School,Near,71
14,86,Medium,Low,8,90,No,3,Medium,,3,Postgraduate,Near,65
17,78,Medium,Medium,8,98,Yes,2,Medium,Medium,2,High School,Near,66
13,62,Low,High,7,99,Yes,4,Medium,Low,1,Postgraduate,Moderate,63
32,97,Medium,High,5,82,Yes,1,Medium,Medium,3,High School,Moderate,74
20,79,High,Low,7,87,No,2,Medium,High,4,High School,Near,66
16,61,Medium,Low,8,91,Yes,2,Medium,High,3,College,Moderate,63
21,88,High,Medium,6,90,Yes,2,High,Medium,4,High School,Moderate,72
19,79,Medium,High,7,100,Yes,1,High,High,2,College,Far,69
19,65,Medium,High,9,91,Yes,1,Medium,High,4,College,Near,67
24,69,Low,High,5,83,Yes,3,Low,Medium,3,High School,Near,66
25,63,High,Medium,7,69,Yes,0,Low,High,5,High School,Moderate,64
17,83,Low,Medium,9,80,Yes,4,Medium,High,2,College,Near,67
17,85,Medium,Low,7,94,Yes,4,Low,Medium,3,College,Near,69
18,80,Medium,Low,6,65,Yes,2,Low,High,2,College,,65
6,93,Medium,Medium,7,52,Yes,0,Medium,Medium,2,College,Near,64
11,94,Medium,Low,8,66,No,1,High,Low,4,High School,Near,65
28,85,Medium,High,7,98,Yes,2,Low,High,1,High School,Near,72
30,61,Low,High,8,90,Yes,2,Low,High,2,High School,Moderate,66
19,88,Medium,Low,7,59,Yes,2,Low,Medium,3,College,Near,66
23,77,High,High,7,51,Yes,1,Low,Low,3,College,Moderate,67
22,83,Medium,Medium,8,83,Yes,1,High,Medium,3,Postgraduate,Moderate,69
38,86,Low,High,7,79,Yes,3,Low,Medium,3,High School,Near,73
27,74,Medium,High,6,54,Yes,3,Medium,Medium,3,College,Near,69
19,97,Medium,Low,8,98,Yes,1,Low,Medium,4,High School,Near,68
14,65,Low,Medium,7,81,Yes,1,Low,Medium,3,High School,Moderate,61
10,87,Medium,Low,6,83,No,0,Low,Medium,4,High School,Near,63
21,60,Medium,High,8,93,Yes,0,Low,Medium,2,High School,Far,63
15,97,Low,Medium,9,67,Yes,1,Low,High,2,College,Near,68
11,65,Medium,High,7,78,Yes,2,Low,Medium,3,Postgraduate,Near,63
16,64,High,Medium,7,79,Yes,3,Medium,Medium,4,Postgraduate,Near,66
14,73,High,Medium,5,98,Yes,2,Low,Medium,4,High School,Moderate,65
30,75,High,High,7,57,Yes,0,Low,Medium,1,College,Near,68
25,69,Medium,Medium,7,88,Yes,0,Low,Medium,4,College,Near,66
20,83,Low,Low,7,79,No,2,Medium,Medium,5,Postgraduate,Moderate,66
29,78,High,Medium,6,92,Yes,2,Low,Medium,4,High School,Near,70
20,61,Low,Low,8,92,Yes,0,Medium,Medium,2,High School,Near,61
15,73,Medium,Low,7,51,Yes,2,Low,High,3,High School,Moderate,61
29,92,Medium,Medium,10,63,Yes,1,Low,High,4,High School,Moderate,71
23,88,Low,Medium,7,59,Yes,1,Medium,Medium,2,High School,Near,67
14,89,High,High,4,73,Yes,2,Medium,High,3,College,Near,70
19,88,High,Medium,5,95,Yes,2,Low,Medium,4,College,Moderate,69
15,72,High,High,8,50,Yes,2,Medium,Medium,4,High School,Near,65
12,64,High,Low,6,74,Yes,0,Medium,Medium,2,High School,Moderate,61
26,71,Medium,Low,6,94,Yes,3,Low,Medium,4,Postgraduate,Near,68
31,93,High,Low,5,96,Yes,2,Low,Medium,2,High School,Near,74
12,99,Medium,Medium,6,83,Yes,1,Medium,Medium,3,High School,Near,67
23,80,Medium,Medium,7,91,Yes,5,High,Medium,1,High School,Near,70
16,60,Low,Medium,8,66,Yes,1,High,High,2,High School,Moderate,59
17,66,High,High,5,64,Yes,0,Medium,High,2,College,Near,64
16,73,High,Medium,8,52,Yes,2,Medium,High,4,College,Near,66
15,83,Low,Low,5,75,Yes,1,Medium,Medium,3,High School,Far,63
20,63,Low,Low,8,73,Yes,0,High,Medium,3,College,Near,61
15,98,Low,High,8,69,Yes,2,Low,Medium,4,High School,Moderate,68
22,75,Medium,Medium,6,56,Yes,3,Medium,Medium,3,High School,Far,65
20,97,Medium,High,5,62,Yes,1,Medium,Medium,4,High School,Far,69
19,91,High,Low,8,60,Yes,2,Low,Medium,4,High School,Moderate,68
15,90,Medium,Low,6,97,Yes,2,High,High,2,High School,Near,69
17,84,Medium,Low,7,98,Yes,1,Low,High,2,College,Far,67
25,85,High,High,8,50,Yes,1,High,Medium,1,College,Moderate,70
23,86,Medium,Medium,8,59,Yes,1,Low,Medium,3,Postgraduate,Moderate,68
14,85,Medium,Medium,6,94,Yes,0,High,Medium,4,College,Near,67
21,82,High,Medium,7,52,Yes,4,Low,Medium,3,High School,Far,67
25,99,High,Medium,6,97,Yes,0,Medium,Medium,3,College,Moderate,75
10,89,Low,Low,8,69,Yes,3,Low,Medium,4,College,Moderate,63
23,91,Low,Medium,9,77,Yes,1,Low,Medium,5,High School,Near,70
16,95,Medium,Low,6,88,Yes,2,High,High,4,High School,Near,70
23,69,Medium,High,7,62,Yes,1,Medium,Medium,4,High School,Far,64
15,63,Medium,Low,8,55,Yes,0,Medium,Low,3,College,Near,59
9,79,Medium,Low,7,90,Yes,1,High,Low,3,High School,Near,63
10,81,High,Medium,8,99,No,2,Medium,Medium,4,Postgraduate,Moderate,67
20,93,Low,High,7,83,Yes,0,Medium,Medium,2,High School,Near,68
22,78,Medium,Medium,5,91,Yes,0,Medium,High,3,Postgraduate,Near,68
15,83,Medium,Medium,7,97,Yes,2,Low,High,2,High School,Near,97
24,81,Medium,Low,9,61,Yes,1,Low,Low,4,College,Near,66
10,62,Medium,Low,7,68,Yes,3,Medium,Medium,3,Postgraduate,Near,61
20,85,High,Medium,9,61,Yes,2,High,Medium,3,College,Near,70
13,93,Low,Low,4,53,Yes,1,Medium,Low,1,Postgraduate,Near,65
16,66,Low,Medium,8,87,Yes,3,Medium,Medium,2,High School,Moderate,64
20,84,Medium,High,6,57,Yes,2,Medium,Medium,4,High School,Far,69
15,84,Medium,High,6,55,Yes,1,Medium,Medium,2,High School,Near,64
18,67,Low,Low,9,68,Yes,2,Low,High,2,Postgraduate,Near,61
26,65,Low,Medium,7,53,Yes,3,High,Medium,2,High School,Near,64
17,99,Medium,High,6,59,Yes,0,Medium,Medium,3,High School,Moderate,68
25,76,Medium,High,8,53,Yes,1,High,High,3,High School,Far,67
13,69,High,Low,4,94,Yes,3,Low,Low,3,High School,Near,62
23,67,Medium,Medium,9,89,Yes,2,Low,High,2,High School,Near,66
29,87,Medium,High,10,93,Yes,1,Low,Medium,4,High School,Moderate,72
5,84,Medium,Medium,8,93,Yes,4,High,High,3,College,Moderate,68
15,86,Medium,High,8,97,Yes,4,High,Medium,3,High School,Near,71
23,64,Medium,Medium,7,59,Yes,3,Medium,Medium,2,High School,Moderate,65
19,96,Medium,Low,5,95,No,2,Medium,Low,3,High School,Moderate,68
22,76,Medium,Low,9,76,Yes,2,Low,High,5,High School,Far,65
16,73,High,Low,8,58,Yes,1,Medium,Medium,4,High School,Near,64
21,78,Medium,Low,8,83,Yes,2,Medium,Medium,4,High School,Far,65
19,76,High,High,8,66,Yes,0,Low,High,4,High School,Near,65
27,95,High,Medium,7,52,Yes,3,Medium,High,3,College,Moderate,73
22,97,Medium,High,6,54,Yes,1,Low,High,3,Postgraduate,Near,72
22,72,Low,Medium,10,71,Yes,1,Medium,Medium,1,College,Near,64
18,95,Medium,Medium,7,91,Yes,0,Low,Medium,4,Postgraduate,Moderate,69
17,91,Medium,Medium,6,66,Yes,1,High,Medium,3,High School,Near,69
17,97,Medium,High,9,88,No,0,Medium,Medium,2,High School,Near,70
22,70,Low,Medium,7,53,Yes,1,Low,Medium,3,High School,Near,83
17,83,High,Medium,7,70,Yes,3,Low,Medium,5,Postgraduate,Near,68
22,71,Low,High,9,56,Yes,1,Low,High,3,College,Near,84
32,93,Medium,Medium,8,93,Yes,1,Medium,High,3,Postgraduate,Far,75
25,60,Low,High,8,98,Yes,1,Medium,Medium,5,Postgraduate,Near,67
18,83,Medium,High,5,66,Yes,0,High,Medium,4,Postgraduate,Near,69
27,74,High,Medium,8,99,No,3,Medium,Medium,4,High School,Near,71
18,73,Medium,Low,5,88,Yes,1,Medium,Medium,5,College,Near,66
8,86,Medium,High,6,50,Yes,1,Medium,Medium,2,College,Near,65
14,94,High,Medium,7,74,Yes,1,High,Medium,5,College,Near,70
9,84,High,Low,7,92,Yes,1,Low,High,4,Postgraduate,Near,66
18,94,High,Medium,8,77,Yes,3,Medium,High,4,Postgraduate,Near,74
20,71,High,Medium,8,77,Yes,0,High,,4,High School,Moderate,66
30,81,Medium,High,8,72,Yes,0,Low,Medium,2,High School,Moderate,68
22,78,Medium,High,5,70,Yes,2,Low,Medium,1,College,Near,68
19,60,Medium,High,10,51,Yes,0,Medium,Medium,3,College,Near,62
25,82,Medium,High,7,81,Yes,2,Medium,Medium,2,Postgraduate,Moderate,71
7,86,Medium,Low,9,88,Yes,2,Low,Medium,2,College,Near,63
21,84,High,High,4,90,Yes,2,Medium,Low,3,High School,Far,69
25,89,Medium,Medium,7,81,Yes,3,Medium,Medium,0,College,Near,71
11,83,High,Low,5,67,Yes,1,Medium,Medium,2,Postgraduate,Near,66
27,63,Medium,High,6,51,Yes,0,Low,Medium,2,Postgraduate,Moderate,64
22,65,Medium,Medium,7,95,Yes,3,Low,Medium,2,High School,Moderate,65
18,84,Medium,High,6,71,Yes,4,Medium,Low,2,High School,Near,69
24,71,Medium,Low,9,80,Yes,2,Medium,High,3,High School,Near,66
34,63,Medium,High,10,60,Yes,1,Medium,Medium,4,High School,Near,67
21,77,Medium,Low,6,57,Yes,4,Low,Medium,5,High School,Far,65
21,82,Low,Low,6,54,Yes,3,Low,Medium,2,College,Moderate,65
17,73,High,Medium,5,90,Yes,1,Low,Medium,4,High School,Near,67
15,89,Low,Medium,9,82,Yes,1,Medium,Medium,3,College,Near,66
25,86,Medium,Medium,7,81,Yes,1,High,Low,1,High School,Near,69
15,73,Medium,High,7,96,Yes,1,Low,Medium,2,College,,64
20,90,Medium,Medium,7,58,Yes,1,High,High,4,High School,Near,70
17,86,High,Medium,7,59,Yes,3,Low,Medium,3,Postgraduate,Moderate,68
23,85,High,Low,6,59,Yes,1,Medium,Medium,1,,Near,68
22,82,High,Medium,7,71,Yes,1,High,,3,High School,Near,69
26,60,Medium,Medium,7,94,Yes,3,High,Medium,2,High School,Moderate,68
17,88,Medium,Medium,8,94,Yes,5,Medium,Medium,2,College,Near,70
18,75,High,Medium,5,80,Yes,2,Low,High,3,High School,Near,67
14,98,High,High,7,83,No,3,Low,Medium,3,College,Near,72
17,93,High,Low,6,95,Yes,1,Low,Medium,4,High School,Near,69
22,84,High,Medium,7,81,Yes,1,Medium,Low,3,High School,Moderate,69
25,70,Low,Medium,8,61,No,3,Low,Medium,4,College,Moderate,64
14,68,Low,Medium,6,85,Yes,2,Medium,Medium,3,High School,Near,63
25,74,High,High,9,88,Yes,3,Medium,High,3,High School,Near,70
28,79,High,Medium,4,82,Yes,0,Medium,Medium,3,High School,Near,70
22,72,High,Medium,9,64,Yes,1,Medium,Medium,2,College,Near,66
31,81,Medium,Medium,9,70,Yes,1,Low,Medium,4,Postgraduate,Near,70
15,67,Medium,High,6,74,Yes,0,High,Medium,2,Postgraduate,Near,66
13,99,Medium,Medium,6,57,Yes,1,Low,Medium,5,College,Near,68
9,64,Medium,Medium,5,73,Yes,1,Medium,Medium,4,College,Near,61
29,97,Medium,Medium,8,58,Yes,1,High,Medium,4,College,Moderate,72
24,97,High,Low,7,75,Yes,1,Medium,Medium,2,High School,Moderate,69
20,81,Medium,Low,6,53,Yes,0,Medium,Low,4,,Far,63
22,89,Medium,High,5,97,Yes,2,Medium,Medium,5,High School,Near,72
13,77,Medium,Medium,10,62,Yes,1,High,Medium,4,College,Moderate,65
35,85,Medium,High,6,73,Yes,1,High,Medium,5,High School,Moderate,74
21,74,Medium,Low,7,52,Yes,1,High,Medium,4,High School,Far,62
21,72,High,Medium,7,60,Yes,0,Low,Medium,4,Postgraduate,Near,65
24,83,Low,High,6,85,Yes,1,Low,High,4,High School,Moderate,68
23,80,Medium,Low,6,56,Yes,3,Medium,Medium,2,,Near,66
21,83,High,Medium,6,81,Yes,3,High,Medium,4,Postgraduate,Moderate,71
15,71,Medium,High,8,50,Yes,1,Medium,Medium,2,Postgraduate,Near,62
23,75,Low,High,6,73,Yes,1,Low,Medium,2,High School,Moderate,65
31,63,Medium,High,9,86,Yes,0,High,Medium,3,Postgraduate,Moderate,68
28,62,Medium,High,6,96,Yes,4,Medium,High,3,High School,Near,70
30,70,Low,Medium,8,75,Yes,1,Medium,,2,High School,Near,67
17,63,Medium,Medium,4,92,Yes,2,Low,Medium,4,High School,Near,63
14,64,High,High,6,90,Yes,0,Low,High,2,High School,Near,63
19,93,Medium,High,6,65,Yes,0,Medium,High,3,High School,Near,69
20,62,Low,Medium,5,94,Yes,3,Medium,Medium,3,Postgraduate,Near,66
27,86,Medium,Medium,7,82,Yes,2,Low,Medium,3,High School,Moderate,70
10,71,Medium,Medium,7,55,Yes,2,Low,High,3,College,Near,63
29,95,Low,Medium,4,97,Yes,0,Medium,Medium,4,College,Moderate,72
19,79,High,Medium,10,59,Yes,1,Medium,Medium,3,College,Moderate,65
17,72,Medium,High,7,74,Yes,2,High,Medium,4,Postgraduate,Far,67
14,81,Medium,Medium,7,73,No,1,High,Medium,3,High School,Moderate,63
10,75,High,Medium,9,81,Yes,3,Low,High,5,High School,Near,65
25,83,Medium,Medium,8,83,Yes,2,Low,Medium,1,High School,Moderate,67
20,65,Medium,Low,7,62,Yes,0,Medium,Medium,0,Postgraduate,Near,80
12,100,Medium,Medium,4,68,Yes,2,Low,Medium,3,College,Far,68
12,77,Medium,Medium,8,57,Yes,2,Low,High,2,College,Moderate,63
18,74,Medium,Medium,6,56,Yes,1,Medium,Medium,3,College,Moderate,64
30,88,Medium,Medium,9,91,Yes,3,Medium,Low,3,High School,Near,73
18,75,Medium,Medium,6,88,Yes,2,Medium,High,1,Postgraduate,Near,66
11,93,Medium,Medium,6,72,Yes,2,Low,Medium,3,College,Moderate,66
19,78,High,High,5,55,Yes,0,Medium,Medium,4,High School,Moderate,66
18,89,Medium,High,5,72,Yes,4,Medium,Low,2,High School,Near,69
4,64,Medium,High,7,65,Yes,1,Medium,High,4,High School,Far,59
20,94,Medium,Medium,7,89,Yes,0,Low,Medium,1,High School,Near,68
19,89,Medium,Medium,6,55,Yes,1,Low,Medium,3,Postgraduate,Moderate,67
24,68,Medium,Medium,10,73,Yes,1,Medium,Medium,4,High School,Moderate,64
31,66,Low,High,8,80,Yes,0,Low,Low,4,High School,Near,65
27,73,Medium,Medium,7,99,Yes,1,Low,Medium,4,College,Near,68
18,99,Medium,High,4,54,Yes,0,Medium,Medium,3,Postgraduate,Moderate,70
13,70,Medium,Medium,8,56,Yes,2,Medium,High,0,High School,Near,62
35,78,High,Low,10,99,Yes,1,Low,Medium,2,High School,Near,72
20,61,Medium,Low,7,70,Yes,1,Medium,Medium,4,High School,Moderate,62
20,76,High,High,6,87,Yes,1,Low,Medium,4,Postgraduate,Moderate,68
20,83,High,Medium,7,89,Yes,3,Low,High,4,High School,Near,69
21,98,High,Medium,5,66,Yes,3,High,High,5,High School,Near,73
19,81,High,High,8,61,Yes,3,Medium,Medium,5,Postgraduate,Near,69
17,93,Medium,Medium,9,64,Yes,1,Medium,Medium,3,High School,Moderate,67
17,82,Medium,Low,6,88,Yes,2,Low,Low,3,Postgraduate,Near,65
20,62,Low,Low,6,92,Yes,2,Medium,Medium,3,Postgraduate,Moderate,63
17,73,High,Medium,7,85,Yes,2,Low,Medium,2,High School,Moderate,66
16,83,Medium,Medium,6,72,Yes,1,Low,High,2,College,Near,66
21,98,Medium,High,5,63,Yes,0,Low,High,2,Postgraduate,Near,70
18,94,Medium,Medium,6,71,Yes,2,High,Medium,3,Postgraduate,Far,69
29,69,Medium,High,6,96,Yes,1,High,Medium,4,High School,Near,70
4,69,Medium,Low,9,93,No,2,Medium,High,3,High School,Moderate,58
27,68,Medium,Medium,9,66,Yes,3,High,Medium,3,High School,Far,67
27,97,High,High,9,66,Yes,1,Low,,3,High School,Far,73
8,94,High,Low,8,89,Yes,0,Medium,Medium,2,High School,Near,66
18,91,High,High,7,71,Yes,0,Medium,Medium,3,High School,Near,70
18,76,High,High,6,79,Yes,1,Medium,Medium,2,Postgraduate,Far,67
12,80,Low,Low,9,71,Yes,1,Low,Low,3,High School,Moderate,60
15,79,High,Medium,8,62,Yes,1,Low,Low,3,College,Near,65
13,70,Medium,Medium,5,59,Yes,0,Medium,High,2,Postgraduate,Near,63
31,80,High,High,6,57,Yes,1,Medium,High,3,High School,Near,72
26,61,Low,Medium,5,51,Yes,0,Low,Medium,5,High School,Moderate,62
28,65,Medium,Medium,4,64,Yes,6,Medium,High,3,Postgraduate,Near,70
24,95,High,Low,8,59,Yes,2,Low,High,1,College,Moderate,70
13,90,Medium,Medium,5,63,Yes,0,Low,Medium,4,High School,Moderate,64
17,77,Medium,Medium,6,54,Yes,3,Low,Medium,4,High School,Moderate,64
23,81,Medium,Low,7,67,Yes,0,Medium,High,5,,Moderate,67
13,75,Medium,High,7,76,Yes,1,Medium,High,1,,Moderate,64
24,90,Medium,Medium,6,97,Yes,1,High,High,4,High School,Near,72
19,91,Medium,Low,9,67,Yes,0,Medium,Medium,3,College,Near,66
18,91,Medium,Medium,5,52,Yes,2,Medium,Medium,4,High School,Moderate,66
24,89,Medium,High,5,68,Yes,0,Low,High,2,Postgraduate,Near,71
23,68,Low,Low,8,91,Yes,5,Low,Medium,5,Postgraduate,Near,66
18,74,Medium,Low,6,67,Yes,2,Low,High,2,High School,Near,64
27,79,Medium,Low,6,65,Yes,0,Medium,Medium,2,College,Near,66
14,73,Medium,Low,5,96,Yes,1,Low,Medium,3,High School,Moderate,62
24,90,Medium,Medium,8,65,Yes,4,Low,Medium,4,High School,Moderate,70
24,73,Medium,Medium,7,99,Yes,3,Medium,High,3,High School,Near,69
18,66,High,Medium,7,92,Yes,2,Low,Medium,4,High School,Moderate,65
22,76,High,Medium,6,84,Yes,2,Medium,High,3,High School,Near,70
12,99,High,High,6,80,No,0,High,Medium,3,High School,Moderate,70
26,69,Medium,Medium,7,61,Yes,1,High,High,2,College,Near,67
19,84,Medium,High,8,87,Yes,2,Low,High,3,High School,Moderate,69
17,77,Low,Medium,9,67,Yes,0,Low,High,5,High School,Near,62
26,63,Medium,High,9,74,Yes,1,Low,Medium,4,High School,Near,67
16,80,High,Medium,8,55,No,0,Low,Medium,6,College,Moderate,65
12,88,Medium,Medium,8,65,Yes,0,Low,Medium,4,High School,Near,65
11,81,Medium,High,5,76,Yes,1,Low,,3,Postgraduate,Far,65
24,95,Medium,Low,6,73,No,3,Low,Medium,2,High School,Moderate,69
12,72,Medium,Medium,8,67,Yes,4,Medium,Medium,4,High School,Near,63
31,63,Low,High,7,74,Yes,3,Medium,Medium,2,College,Moderate,66
8,97,Medium,High,8,87,Yes,0,Medium,Medium,2,High School,Near,67
